comment,price_value
"خیلی عالیه.
من دوتا بچه ۳و۵ ساله دارم دوتاشون جا میشن وو ببازی میکنن.
خیلی خوب هست . عالیه حتما بخرید. 💯💯",1
کملیون هم از نظر قیمت هم دوام عالیه این لامپ هم پر نوره هم بادوام,1
"مناسب تابستونه و خوشبو و ظهرشم قشنگه
اما نسبت به حجم رندل حجمش از این بهتره و قیمتاشم تو یه مایس",1
رنگی که در تصویر هست کرم نخودیه ولی برای من رنگ پوست پیازی ارسال شده .جنس معمولی ولی بسته بندی شیکی داره .اما با این قیمت ارزش خرید نداره .,1
توی شگفت انگیز خریدم خیلی زیباست درش کاملا محکم کیپ میشه و به قدر یه پیاله توش مواد غذایی مورد نظرتون جا میشه بسیار شکیل هست مرسی از دیجی کالا که توی شگفت انگیز منو با این محصول آشنا کرد,1
"سلام و‌ درود
من برای کادو چند عدد از این جعبه را خریده‌ام.
از خریدم راضی هستم.
خرید را به دیگران توصیه میکنم.",0
به هر لپ تاپی نمیخوره فقط به لپ تاپی میخوره که تاچ پد لپ تاپ دقیقا وسط باشه ,0
خیلی افتضاح بود. روز دوم پاره شد. ارزش خریدن نداره,1
قیمتش براساس تعداد برگ نمیارزه ولی جنس برگش خوبه,1
بسیار کرم خوبی است و من چندین بار سفارش دادم. حاوی آووکادو است که برای پوست فوق العاده است. هم برای خودم و هم برای مادرم استفاده کردم و عالی بود.,0
"لامپ‌های خوبیه چند رنگ و قابلیت کم و زیاد شدن میزان نوردهی داره
فقط مشکلش اینه که در حالت رنگ‌های مختلف فلشر نمیزنه مثلا نمیشه فقط روی رنگ ابی فلشر بزنه و فقط رو حالت چند رنگ و سفید میتونه فلشر بزنه که همین باعث شد از نظر من محصول جالبی نباشه",0
سایز2xl سفارش دادم سایزlفرستادن ..کدتخفیف وپول پست به فنارفت بایدمرجوع کنم بهیچ عنوان دیگه لباس ازدیجی کالانمیخرم,0
من استفاده کردم خیلی خوب و نرم میکنه و تا حمام بعدی رو مو ها میمونه من که با وجود اینکه موهامو دکلره کردم خیلی نرم و زیبا شده با این ماسک مو,0
مثل بقیه کرم های سوپکس آبرسان قوی و خوشبو...حیف قیمت ها رو روز به روز زیادتر میکنن,1
نسبت به قیمت خوب . فشار زیاد نباد اورد بهش که این کلا تو عصا ها مشترکه ,1
واقعا خوب نیست چرا چون بعد از مدتی هوا می‌کشه گلس و بعد نتوانید عکس بگیر چون هوا کشیده.,0
"همانطور که داخل عکس میبینید نور خوبی داره و خیلی سریع هم به اهن میچسبه و قیمته یه لامپ و داره
به نظرم عالیه و واقعا پیشنهاد میشه",1
سلام خدمت دوستان این پروژکتورو پیشنهاد میکنم ولی نه ازین فزوشنده گرون فروش جنسش خیلی خوبه خیلیم خوشگل میکنه ماشینو نور دهیشم بهتره من قبلا گرفتم جفتی140 یکیش شسکت مجبور شدم یدونه بخرم به قیمت130 ولی اکثر سایتا به قیمت جفتی180 تومن دارن میفروشن پیشنهاد من اینکه ازین فروشنده نخرین گرون میده,1
برای کسانی که سیم شارژرشان کوتاه است خیلی مناسبه برای مهمونی ها در کل کالای خوبیه به قیمتش می ارضه پیشنهاد می کنم من که راضی بودم,1
با این قیمت واقعا اجناس بی ارزش شدن به اندازه یک لیوان سرش خالیه ,1
"از جنس و رنگ موکتهای مربوطه ست
فقط قیمتش بنظرم بالاست",1
خود اینه ها بسیار زیبا  و با کیفیت بودن اما وقتی بدستم رسیدن یکیش شکسته بود که مرجوع کردم,0
هرچهارتاش صورتیه بوی خیلی بدی داره تاریخ انقضاشم مال۲۰۲۰هرچهارتاش صورتیه بوی خیلی بدی داره تاریخ انقضاشم مال۲۰۲۰,0
وقتی به دستم رسید یه تیکه از درش شکسته بود ولی چون مشکلی بوجود نیاورد مرجوع نکردم خوبه سایزش,0
خیلی استیکر زیبا و خوبیه حتما پیشنهاد میشه بخرید (من اینو از یکجای دیگه خریدم البته شاید اونی که من خریدم مثل این نباشه),1
لطفا جنسی رو که میفرستید از صحت سلامتش اطمینان داشته باشید,0
خوش قیمته و با کیفیت،سایزش هم کاملا استاندارده.مرسی ,1
با توجه به قیمت بسیار مناسبه. با نصب برنامه QCY و بروزرسانی برنامه و تغییر زبان به انگلیسی ، میشه حالت های مختلف دکمه هارو مدیریت کرد و از میزان باتری هم مطلع شد,1
نسبت به قیمتش واقعا عالیه! خیلی هم خوب جمع میکنه...راضیم از خریدش واقعا,1
خیلی بد است  همین که آورد روشن نمی شد و زدم شارژ باتری را شارژ نی کند,0
"بنظرم خیلی کادوی شیکی میتونه باشه 
البته برای من خط و خش نداشت اما بعضی از دوستان مثل اینکه چیز درستی دریافت نکردن.",0
محصول تولید حدید هستش، روش قیمت درج شده اما دی جی گران تر میفروشه,1
کاملا با انچه در مشخصات و عکس نوشته بود متفاوت بود,0
قسمتی از گوشت رنگ کبود و تیره داشت. نمی‌دونم دلیلش فساد گوشت بوده یا چیز دیگه.,0
خریدش رو پیشنهاد میکنم با این ک کوچیکه ولی ب دل میشینه و محکمه بدنش قویه از خرید راضی ام ,0
این گوشی رو سه ساله دارم برای کارای روزمره خوبه فقط باتریش ضعیفه اگه بخوابین به طور مداوم باهاش کار کنین نزدیک 4 ساعت نگه میداره برای بازی بد نیست من سنگین ترین بازی که باهاش بازی کردم فری فایر بوده ازش نباید انتظار پابجی یا کالاف رو داشت چون چیپستش خیلی قوی نیست و بسیار خوشدسته جز سبک ترین گوشیایی هست که تاحالا تو عمرم دیدم,0
"زیاد جالب نیست
مخصوصا دکمه کم و زیاد کردن صدا نداره",0
محکم و ضد زنگ هست ، برای بلدرچینها هم از لحاظ عمق و اندازه خیلی مناسبه،  من برای بلدرچین هام گرفتم و راضی هستم . منتها امیدوارم قیمتش رو نبرن بالا که به همین قیمتی که الان من خریدم می ارزه . ,1
"خیلی خوش رنگه، نرمه و ماندگاریش هم خوبه 
راضیم در کل ",0
من خیلی پوستم چربه تا الان هیچ کرمی جواب نداده این یکی کرم مات و خوبیه امیدوارم توی طولانی مدت موثر باشه قیمت روی جلدش ۱۵۹هزاروهشتصد تومن بود با تخفیف خوبی خریدمش از نظر تاریخ انقضا هم مشکلی نداشت ممنون از دیجی و لافارر,1
نسبت به قیمت عالی و خوش دست هست تقریبا خوب مینویسه,0
اصلا توصیه نمیکنم من فکر میکردم رنگ‌های تصویر را بفرستند ولی رنگ های بی روح و پر از سیاه و دو سه رنگ بیشتر نبود,1
"توضيح زيادي نميخواد
كاغذاي پاپكو و كلا محصولاتش خيلي خوبن
سفيد، ضخيم و خط هاي كمرنگ و خوب",0
خوب و با کیفیته.۲ بسته خریدم که یکی درشت و یکی متوسط بود.بخرید ,1
خیلی خیلی کوتاه هست.به عنوان پلیور میشه ازش استفاده کرد.اصلا توصیه نمیکنم بخرید,0
واسه صرفه جویی در مصرف آب یا مواقعی که فرصت واسه شستن با آب ندارید خیلی خوبه و براق میکنه، حتما پارچه مناسب باید بگیرید,1
جدا ازاینکه گرون بود رنگش خیلی خوشرنگ بود ,1
"خدایی ی جوری نظر دادید ک اصلا آدم فکر میکنه اسباب بازی داره میخره.
برعکس کسایی ک گفتن جنش افتضاح و خوب نیس باید عرض کنم فک کنم شما قبلا کتری ۲میلیونی داشتی و الان اینو خریدی ک میگی خوب نیس.بنده خریدم خیلی هم راضیم ی جوری نظر بدید ک ی بنده خدایی خواست بخره پشیمون نشه
جنسش عالیه آب رو هم خیلی زود جوش میاره من برای مغازه خریدم بسیار شیکو عالیه باخیال راحت خرید کنید صداشم طبیعیه و زیاد نیس",0
خیلی خوب نیست چون کلش با یه پیچ سفت میشه ولی رنگش خوبه,0
اونطوری ک رضایتبخش باشه نبود مخصوصا که لک هم داشت,0
دو روز پیش به دستم رسید رقص نورش قسنگه صداش هم بد نیست پیشنهاد میکنم در این قیمت بهترینه,1
بد نبود نسبت به پولی که میدی فقط مناسب کادو پیچ کردن و اویزون کردن عکس,1
من فکر کردم باید بزرگ تر باشه ولی با توجه ب قیمتش خیلی خوب بود,1
"از لحاظ اندازه خیلی خوبه و برای بچه ها کار رو راحت میکنه، ولی  مثل یه تلق نازکه
من سبزش رو گرفتم خوشرنگه،  نسبت به قیمت نمی ارزه ولی چون جایی دیگه ندیده بودم و لازم داشتیم خریدم. ",1
"جنسش فولاد است ولی آلیاژ محکمی نداره.در کل ابزار به درد بخوریه.به راحتی توی جیب و کیف پول جا میگیره.
ممنون از دیجی.",0
دوستان چون نازکه ولی به صرفه و ارزون .هر چیزی راهی داره ته اون رو گره بزنید بگیرید روی شعله گاز اونوقت دیگه آب نمیده و محکم میشه .عکساشو گذاشتم.خیلی به صرفه و راحت,0
"با توجه به آنچه در توصیفش اومده بود فکرمیکردم خیلی طعم خاصی داره.ولی یه دم نوش نعنایی بسیارمعمولی بود.
واقعا درحد متوسطه.برندهای دیگری با طعم های بسیار عالی تر هستند
تنها مزیتش قیمتش هست که البته خودم ترجیح میدم کمی بیشتر هزینه کنم و ازبرندهای دیگه که عطر و طعم بهتری دارن خرید کنم",1
بلا فاصله بعد از خرید متوجه شدم خیلی گرونتر از سایر برندها بوده و ظاهرا خود دیجی هم متوجه شد!! چون بیش از ۳۰٪ کاهش قیمت خورد!!!!!,1
از بهترین برندهای زیتون بازار. هر محصولی از این برند گرفتم خوب بود.,0
"دوستانی که نظرات منفی میدن احتمالا از قیمت ها خبر ندارن
هردو طرف رسانا است، آنتنی که با یک متر ازین چسب ساخته میشه لالای دوبرابر همین چسب قیمت داره",1
خیلی عالیه توصیه میکنم برای اتاق خواب وگیم ،من برای اتاق بچه ها خریدم خیلی راضی هستن تصویرش عالیه صداش خیلی خوب وعالی،و چون خروجی هدفون داره راحت با هندزفری سیم بلند موقع استراحت بقیه هم قابل استفاده هست وصدای تلویزیون کسی و اذیت نمیکنه,0
من خریدم بعد چند روز اومد دستم ولی متاسفانه خیلی کوچیک بود و یکی از گوشی هاش خش خش کرد و دیگه از استفاده نکردم,0
دیجی کالا دیگه داره از نظر خطا در سفارش رکورد میزنه اخه چندبار سفارش آدمو اشتباه میفرستید یکم دقت کنید,0
کتاب که دستم رسید جلدش جداشده بود در کل کتاب خوبی نیست,0
واقعا عالیه من چند مدل استفاده کردم ولی این نمیشه واقعا موجود شد بخرین سریع,1
یه باطری قدیمی داشتم با این ماژول ،هد لامپم رو شارژی کردم ،سه شب کامل شارژ میده,0
من رنگ مسی سفارش دادم خوش رنگ و مدل زیبایی داره ولی بنظرم قیمتش بالاست البته بازار نمیدونم چند میگن,1
اصلا نخرید من خودم زعفرون ساب شکل این دارم تیغش فلزی سالهاست دارم ازش استفاده میکنم راضیم . اینو برای مادرم خریدم ولی متاسفانه وقتی به دستم رسید تیغش پلاستیکی بود این چکاریه آخه تو عکس فلزیه تو مشخصات فلزیه ولی اومد دستم پلاستیکی بود یعنی اگه یه دور میچرخوندم صد در صد می شکست برای همین سریع همون شب مرجوعش کردم .,0
برای پاک سازی جوش ها خیلی خوبه و به نظرم کمی کار باهاش سخته و لازم به مهارت داره ولی در کل هم قیمتش عالیه و هم جوش هارو به طور کامل تخلیه میکنه من این محصول رو به کسایی که قصد خرید پیلینگ دارن توصیه میکنم,1
اولا که کالا فیک است دوما اصلا جنس آن سیلیکن نیست سوما همان قابهای ژله ای 3گرمیبازار که نهایتا 20 ت قیمت داره را برای شماارسال میکنند . من که سریعا مرجوع کردم واقعا ارزش نداره به این قیمت .,1
برای هدیه خریدم که کیفیت و قیمت مناسب بود,1
عالی از هر نظر فقط قیمتش یکم بالاست و لی با تخفیفی که دیجی کالا داده دیگه عالی شده طرح رو پیکسل هم خیلی قشنگه,1
با سلام من در حوزه زنان چند کتاب گرفتم که یکیش هم این کتاب هست و معتقدم خانم های باید برای رشد فردی شان کتاب بخونن,0
عد از چند دقیقه ملایم میشه خط بوش عالیه و ماندگاریش زیاده، قیمتش در شگفت انگیز عالی بود ,1
جای کم جنس خشک و بی کیفیت... اصلا توصیه نمیکنم,0
"با سلام
من امروز تحویل گرفتم،خیلی کوچک و عالی،قشنگ تو گوش فیت میشه،سریع کانکت شد،اصلا گوش را اذیت نمیکنه،فقط یک بار در مکالمه طرف مقابل از صدای من ناراضی بود و می‌گفت صدات خیلی از دور میاد،ولی مکالمات دیگه عالی بود،موسیقی هم با بیس عالی گوش دادم ،در کل نسبت به پولی که میدید می ارزه",0
شکلات خوشمزه ای هست و حتماً خریدش رو پیشنهاد میکنم,0
"فقط به درد همون پنیر میخوره بسکه تیغه اش کنده 
",0
من خریدم خوشگله اما چسبش خیلی ضعیفه قبلا هم از این فروشگاه یکی دیگه گرفتم مرجوع کردم ولی این یکیو چون لازم داشتم با چسب دوقلو چسبوندم به قاب,0
بد نیست هر چقدر پول بدی همون قدر اش میخوری,0
سلام جنسش خوبه مارکش سیلور زیاد بهش فشار نیارید روغن در هنگام قلاویز کاری یادتون نره خیلی مهمه,0
قسمت پایین اسپیکر شکسته بود و من چون تجربه بدی از مرجوعی به دیجیکالا داشتم مرجوع نکردم و با چسب درستش کردم.اما باتوجه به قیمت کمش کیفیت خوبی داره,1
خیلی خوبه و قطر و استحکام خوبی داره  اما دو سرش روی هم منطبق نیستن و از این منظر به دل نمیشینه .,0
"بسیار معمولی و کیفیت پایین
و اینکه نزدیک خونمون ۱۵۰۰۰ تومن بود",1
سلام واقعا ارزش خرید داره نسبت به قیمتش همه چیزش عالی بود برای موهای کم پشت مناسب هستش,1
"یه گوشی بسیار جذاب و باکیفیت قیمتشم نسبت به بازار کم تره
من که راضی ام",1
در شگفت انگیز ارزش خرید بالایی دارد. خوش رنگ و راحت است. بچه‌ها خیلی دوست دارند,1
خوبه ولی من از همین مارک پنج انگشتی هم خریدم ک روی بسته های داخل جعبه ننوشته و دوس داشتم رو هر بسته نوشته باشه چه دمنوشیه,0
خوبه راضی ام برا شونه کردن ابرو و مژه خوبه ,0
ماهی های من که گیاه خوار هستند دوست دارند و میخورند.,0
"من برای جای آبله مرغون حدود یک ماه و نیم استفاده کردم،جای دونه ها حدود 70درصد کمتر شد ولی فکر نمی‌کنم تاثیر این بوده باشه،احتمالا اگه از این پماد هم استفاده نمیکردم همینقدر کمتر میشد چون تازه بود جای دونه هام.
ولی اینقد چربه که انگار روغن نباتی داری به صورتت میزنی،و روی شقیقه هام پر از جوش های بزرگ شده که قبلا سابقه نداشتم اون قسمت جوش بزنم،و روی گونه هامم گهگاهی جوش میزنم از وقتی این پمادا استفاده میکنم،
در کل پیشنهاد نمیکنم و توصیه میکنم دنبال پماد بهتر باشید هرچند که بخاطر تحریم جنس خوب خیلی کم پیدا میشه.
ولی اگه هزینش واستون مهم نیست بخرید و چند روز امتحان کنید شاید برای شما تأثیر بهتری داشت،بالأخره پوست ها هم با هم فرق دارن.
سالم و تندرست باشید",0
خوبه من خیلی گارد سفارش دادم از دیجی بعضی هاشون واقعا خوب و بی نقصن ولی ۵۰ درصد مشکل دارن و زدگی و خرابی دارن,0
در روی تابه لق میزنه، درب تابه از محل اتصال پیچ از داخل لب پر شده، و خود تابه نیز نازکه. اصلا راضی نیستم,0
مطابق عکسه ولی تو عکس یه مقدار قسمت شکمی چاق افتاده که اینطور نیس و بدنه اش صافه ، جنسش محکم و خوبه.,0
"نسبت به قیمت عالیه
پول یه ژیلته
شیو عالی
خط زن نسبتا خوب
صدای کم
به شدت پیشنهاد میشه",1
خوبه یه محصول کاربردی هستش فقط قیمتش بالاست,1
"با سلام کلی کامنت مثبت برایی جنس متوسط نقد خوب کنید ک کمک کنید به بقیه
اگر قبلا اسپیکر بلوتوثی خوب داشتید اصلا راضیتون نمیکنه ولی اگه نداشتید شاید خوشتون بیااد من میفا داشتم  اصلا نتونستم  تحملش کنم مرجوعش کردم",0
من این گوشی رو از دیجی کالا نخریدم اما خیلی عالی چون الان ۴ماه ازش استفاده میکنم پیشنهادم اینکه اگه دنبال یه گوشی ارزون و خوب هستید بگیرید,1
گلس 10 تومنی با یه گارد 75 تومن زیاده ارزش خرید نداره,1
این ساعت سبک و جمع و جور و زمان زیادی باطری را نگه می دارد برای شارژ کردن مـثل فلش به پورت یو اس بی وصل میشه در کل ساعت خوبیه ودر حد قیمتش ارزنده است. ,1
چند سانت از صفحه گوشی کوچیکتر هست مرجوعش کردم ,0
اندازش از اون چیزی ک فک میکردم کوچیک تر بود جنس خوبه سرعتشم ۷ تا ۱۷ زیاد بالا پایین میره انگار به نظر طبیعی نیست نمیدونم شاید مشکل از فایلی که تست کردم بود سرعت انتقال اطلاعات از فلش به هارد تا ۱۲۰ مگ هم میره در کل 7 از ۱۰,0
اصلا نخرید من همین نظراتو خوندم خریدم همه ی گلام خشک شدن درصورتی که با خاک دیگه هم مخلوطش کردم افتضاحه,1
"من با توجه به قیمتی داشت، فکر کردم مثل قاب هایی هست که داخل بازار هست، اما وقتی رسید به شدت خورد تو ذوقم، اصلا ارزش خربد نداره.
من مدل بدون محافظ لنزش رو داشتم، خیلی خوب بود، اما این وقتی گوشی دست آدمه، احساس بدی دست میده، انگار قسمت رنگیش رو طوری چسبوندن که بالاتر از سحطه و یه طورایی زبره...",1
من این باتری رو خریدم اما اصلا شارژ دهی مناسبی نداشت. یکی از سطح شهر خریدم با قیمت کمتر و بهتر داره کار میکنه.,1
برای پوست های مختلط عالیه تقریبا میشه گفت 80 درصد تمیز میکنه پوست رو ما بقی هم با یه شوینده مناسب پاک میشه ,0
خیلی شیک و سبک بود فقط متاسفانه سایزش استاندارد نبود و مرجوع کردم ,0
واسه گرفتن عکس خوبه وگرنه دائم نمیتونید رو چشمتون باشه ,0
قیمت نسبت به خود کالا زیاد هست چون ورقی که استفاده شده خیلی نازک هست.بسته بندی خوب نشده بود فقط یه نایلون حسابدار داشت .با کارتت هم باید بسته بندی می شدو بر اثر فشار در زمان حمل قسمتی از کالا فرو رفته است.,1
"کاش محدودیت خرید نداشته باشه و یا تو پنل شون پکیج ۱۰ تایی هم تعریف کنن
کیفیت و قیمت مناسب",1
پارچه با تنفس بالا و کیفیت بی نظیر ، قیمت بسیار مناسب ,1
مثل چرمی ها دردسر کلید در آوردن پیچ باز کردن نداره راحته  فقط طرح سوزوکی با دقت بیشتر چاپ میشد و جای چراغ ریموت داشت بهتر میشد .  مغزی کلید راحت در میاد ,0
نسبت به قیمتش خوبه یعنی عالیه البته من تو پیشنهاد ویژه خریدم و راضیم ممنون از دیجی کالا عزیز,1
"خیلی عالی ، تمام گلدونام مرتب شدن رو این استند 
جلوه خونم عوض شده .",0
هنوز استفاده نکردم اما با توجه به نظر کاربران که راضی بودند خریدم امیدوارم برای موهای من که خیلی خشکه جواب بده,0
خود لیوان خوبه اما کیفیت چاپ طرح مات تر و کمرنگتر بود,0
"سلام دوستان
قیمتش عالی بود و داخل بسته بندی مناسب مرسی از دیجی کالا",1
از همه نظر عالی، ما که کلی باهاش بازی کردیم,0
با تخفیف ویژه 46 تومن خریدم، اما بدون تخفیف بنظرم قیمت بالایی داره، ( طعمش یه سر و گردن از بقیه ی شکلات صبحانه های ایرانی بالاتره) ,1
سلام...برای هدیه دادن خریده بودم...خوششون اومده....قیمتش هم خوب و مناسبه...,1
همه‌ی داستانها تو یک جلد کتابه داستانها آموزندست ,0
"جنس ایرانی است 
در کل خوبه 
مثل تصویره 
ولی قسمت‌های گوشه ی درب آن نیز سیلیکونی است با اینکه فکر میکردم کامل چفت میشه ولی بازم خوبه ممنونم",0
"من خودم شخصا عسل رس خیلی دوست دارم ولی همه این طور نیستند. کسانی که عسل رس را تا حالا تست نکردن توجه داشته باشن که این نوع عسل روان نیست و به راحتی چکه نمیکنه و یه حالتی شبیه به روغن جامد و یا کره بادام زمینی داره که ممکنه موقع استفاده براشون راحت نباشه. (البته این عسل رس شکلی کاملا سفت هست و اصلا چکه نمیکند) 
رس شدن عسل نشانه طبیعی و سالم بودن عسل هست.",0
هنوز استفاده نکردم ببینم کاربردش چطوریه ولی خودش شبیه اسکاچ نبود انگار یا بافت توری بود,0
به نسبت لیموناد شیشه ای کیفیت پایین تری داره اما تو شگفت انگیز ارزش خرید داره,1
لامپ خوبی است ولی باید دید چقدر عمر می کند ,0
کیک خامه ای کاکائویی رشد رو بیشتر دوست داشتم ,0
"فیلتر ممبران سفارش دادن، فیلتر سه تایی ارسال کردن!!!
این اشتباه فاحش از دیجی کالا بعید بود!!!",0
خیلی خوب بود. خط تلفن من خیلی نویز داشت. کاملا برطرف شد. فقط لازم به توضیح است که این دستگاه نویز گیر DSL است. لذا برخلاف splitter ها، دو خروجی متفاوت یکی برای تلفن و دیگری برای مودم ندارد. دو خروجی دارد و هر دو برای تلفن است.,0
کیفیت سیم عالی و جلد خوبی داره ولی در کل نسبت به دفترهای مارک نهال کمی کوچکتر با برگه های نازکتره,0
ترمز گیری ضعیف و صدای سوت بسیار بلند به معنای واقعی کلمه آشغال حتی نسبت به این قیمت کم,1
عالی مخصوصا برای زیر کابینت و نوردهی موضعی,0
خیلی بیخوده یک هفته نشده سمت چپش از کار افتاده، گاهی هم وز وز میکنه‌خود به خود ، یک ۲۹۰ تومنی گرفتم بهتر از کار دراومد، آشغال به تمام معنیست,0
سلام برای cpu های قدیمی خوبه و قیمت مناسب,1
من دوبرابر قیمت الان گرفتم، بد نیست یکم باید باهاش ور بری تا بشه اسپری کرد، سفته یه مقدار,1
خیلی قشنگه، من که خیلی خوشم اومد به نظرم نسبت به قیمتش خیلی خوبه,1
بسته بندی مناسب و کیفیت محصول عالی است.مانع سر خوردن لباس میشود. دو بار خرید کردم,0
نسبت به قیمت واقعا خوب بود. قوی و پر نور هست و رنگش سفید,1
"نسبت به قیمتش مناسبه
حیف رنگ تکراری داشت",1
"در کل خرید در شگفت انگیز خیلی با ارزش است و می ارزد 
با تشکر از دی جی کالا
",1
"با توجه به پولی که میدید، چیز بدی نیست و برای دم دستی مناسبه
عکساش هم گذاشتم که ببینید",1
"این کابل و حدود دو هفته است دارم راضی ام اش، سریع شارژ میشه گوشیم
برا استفاده از پاوربانک عالیه",0
بسیار عالیه این محصول هم خوشبو   هم اینکه دیجی کالا قیمتش بهتر از داروخانه ها و مغازه هاست.ممنونم دیجی جان,1
"خوشمزه و غلیظ و تازه، البته گرون
درکل خوب",1
من زردشو خریدم، از لحاظ قیمتی خیلی مناسبه ولی درش جوریه که میذارم تو ساکم، کل ساکم خیس میشه. ازبغل درش آب میده.,1
"من گلای بی سفارش دادم واسم کیدز اوردن 
بنظرم سفارش ندید کیدز جنسش خوبه ولی به اسم یه کالا کالای دیگه میفرستن اصلا کار شایسته ای نست...",0
"همه رنگی داشت
یه اندازه
مرتب برش خورده
و خیلی هم نازک نیستن",0
در کل راضی نیستم چون با بسته بندی بد اومد و لکه هایی رو لباس بود که با شستن هم رفع نشد نمیدونم چیکار کنم,0
من که سفارشم رسید خیلی حالم گرفته شد . تعداد صفحات نسبت به انتشارات دیگه تقریبا نصف و کیفیت کاغذاش کمتره ولی قیمتش همونه .,1
خوب هستند و خرید آن را پیشنهاد  می کنم ولی کمی کوچک هستند ,0
خیلییییی خوب سفید میکنه . مرسی از دیجیکالا و تخفیفاش,0
خوب و درشت بود. ولی به نظرم قیمتش به نسبت مقدارش زیاده,1
یکی از بهترین گوشی های  میان رده با قیمت خیلی خیلی مناسب یه سه چهار ماهی هست که دارمش حرف نداره از صبح تا شب هم دستمه هیچ ایرادی نداره و حتی می تونم بگم از گوشی های بالا تر از خودش مثلa51.a71.و حتی گوشی های شئایومی هم بهتره,1
خیلی کوچیک بود ،اندازه یه ورق دستمال کاغذی,0
من این لامپ رو برای لوستر سقفی با کریستال توپی خریدم ، بسیار عالی و با کیفیته.از خریدم راضی ام ، فقط کمی قیمت نسبت به سایر مدلها بالاست.,1
خیلی زیبا بود فقط سایز بندیش مشکل داره ما با چسب ۱۲۳کوچیکش کردیم,0
زیبا و مطابق عکسه امااندازه اش ۱۰×۱۰×۱۰ نیست و اندازه اش تقریبا ۱۴×۱۴×۱۴ اس,0
خیلی شیک و جا داره.. من رنگ کرومش رو سفارش دادم کاش رنگش نره,0
درست پاک نشده.پوسته عدس داره.قیمتش هم کمی بالاست ,1
با توجه به گارانتی و برند ارزش خرید دارد.,1
حتما بگیرید واقعا قشنگه قیمتشم مناسبه اصلا هم نازک نیست به دست میاد ,1
"رایحه خیلی خوبی داره اصلا بوی نارگیل تندی نداره
بیشتر مثه عطر میمونه 
این برند هم قیمتای خوبی داره هم رایحه و کیفیت عالی ",1
"من از خرید حضوری تهیه کردم. باقیمت پایین تر.
بااینکه ساده ست اما شیک و زیباست.
به دل میشینه.",1
چایی خوب و به صرفه یی هست.با این قیمت که هیچی نمیشه خرید,1
بسیار سبک و ظریف که مناسب کارهای آشپزخانه نیست ,0
"گوشی خوبیه در حد A51 هست , شارژرش برای من نیاز به تبدیل داشت و من از دیجی با گارانتی داریا گرفتم که یه رم 64g هم هدیه گرفتم در ضمن در حال حاضر قیمت بیرون یک مقدار ارزون تره.",1
"یعنی واقعا ساخت آلمانه؟ باورش سخته برام
تازه گرفتم، امیدوارم کاراییش خوبه باشه",0
ایفورتک بهترین جنس هارو داره و با عمر ترینا,0
در نوع خود، بدون مقایسه با دیگر برندها خوبه، اما اگر مقایسه کنم پنتر رو پیشنهاد میکنم چه در سهولت استفاده و چه از نظر قیمت. ,1
اگه کسی واقعا بخواد پولش را بریزه چاه فاضلاب ای سر دوش را بخره,1
"با عکسش یه مقدار متفاوته 
لبه های بالا و پایین مثل دسته ی کار سفیده در حالی ک تو عکس اینجوری نیست",0
من خریدم گوشی خودم Redmi Note 8 pro بود نخورد،وگوشی داداشPoco x3 اونم نخورد.,0
من ۲۰ دی تحویل گرفتم و تا حالا که ۲۴ که خوب بوده,0
کتاب خوبی هست اما برای موارد یومیه و عادی اون فنونش کاربرد نداره و بیشتر براس جلسات سخنرانی هیت که بازم کلی گفته شده در کل من نپسندیدم,0
در شگفت انگیز قیمتش مناسبه   ولی کلا محصولات گلستان کیفیت خوبی دارن ,1
نسبت به قیمت و اینکه چرم مصنوعی خریداری می کنیم خوبه,1
سرعت شارژش و گارنتی دار هست توصیه میکنم برای خرید,1
برای هارد اکسترنال وسترن 2 ترا خریدم کاملا مناسب بود,0
کیف هندزفری باکیفیت و قیمت مناسب و بسیار کاربردی,1
رنگی که سفارش دادم مشکی بود ولی برام سورمه ای فرستاده شده بود.نسبت به قیمت خوب بود.مرجوع نکردم.,1
این پاک کن ها در مغازه دونه ای یه هزار تومنه ولی اینجا خیلی مناسبه، اگه مدرسه و دانشگاه میرید حتما بخرید چون مدام در حال گرون شدنن و پاک کن هم خراب نمیشه، سیاه نمیکنه و زود تموم نمیشه. ,1
کیفیت و ضخامتش خوبه ،توی شگفت انگیز گرفتم و خوب بود ,1
مطابق مشخصات درج شده، یک لیتریش رو قبلا گرفته بودم خوشمزه تر از این ک یک و نیم لیتریه بود,0
عالی بود واقعا بااین قیمت توبازار اباژور نیست اصلا شیک و تمیز بود..,1
اصلا رنگ قرمزی توش نداره درکل عالیه نبست به قیمت بیرون خیلی به صرفه هستش,1
کار راه اندازه،باتوجه به کلیدقطع ووصلش،فقط فاصله تادیواربعد از نصب لامپ کمی کمه. ,0
"دستگیره ها خوب و محکم هستند ولی اشکالات جزئی دارد.
مثلاً بعد از چند بار باز و بسته کردن قاب دستگیره خش می افتد که می توانست در طراحی لحاظ شود...",0
"این بالم لب رو قبلا گرفته بودم دفعه دومه خرید میکنم
بوی خیلی خوبی داره  واسه لب نرم کننده خوبیه
فقط مشکل اصلی قیمت هست که روزانه بالا میره",1
مثل فابریکش با کیفیت و عالی دست فروشنده درد نکنه قیمتشم خیلی مناسب بود,1
"جنس متوسطی داره نسبت به قیمتش خوبه 
ولی صداش یه مقدار بلنده برای فضای باز خوبه داخل آپارتمان نمیشه استفاده کرد",1
